#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 207300      7.04e-01    7.22e-01      9.43e-04    3.26e-05      6.34e-02    6.51e-02    1.2e-04
 207400      7.73e-01    6.16e-01      1.34e-03    1.63e-03      6.97e-02    5.55e-02    1.2e-04
 207500      7.77e-01    7.13e-01      6.83e-04    3.17e-04      7.00e-02    6.43e-02    1.2e-04
 207600      7.83e-01    7.16e-01      3.68e-03    2.11e-03      7.05e-02    6.45e-02    1.2e-04
 207700      6.99e-01    7.06e-01      1.19e-03    8.22e-04      6.30e-02    6.37e-02    1.2e-04
 207800      7.15e-01    6.65e-01      7.53e-04    3.45e-04      6.45e-02    5.99e-02    1.2e-04
 207900      7.24e-01    7.73e-01      2.88e-03    1.61e-03      6.52e-02    6.96e-02    1.2e-04
 208000      7.43e-01    6.71e-01      1.09e-03    4.54e-04      6.69e-02    6.05e-02    1.2e-04
 208100      7.60e-01    6.59e-01      4.70e-04    1.44e-04      6.85e-02    5.94e-02    1.2e-04
 208200      7.37e-01    7.00e-01      6.24e-04    1.23e-03      6.64e-02    6.31e-02    1.2e-04
 208300      7.50e-01    7.46e-01      2.30e-03    6.22e-04      6.76e-02    6.73e-02    1.2e-04
 208400      7.15e-01    6.66e-01      8.16e-04    1.28e-03      6.44e-02    6.00e-02    1.2e-04
 208500      7.66e-01    7.10e-01      7.98e-04    6.32e-04      6.91e-02    6.40e-02    1.2e-04
 208600      6.94e-01    6.43e-01      5.14e-03    5.00e-03      6.23e-02    5.77e-02    1.2e-04
 208700      7.09e-01    5.83e-01      2.86e-03    2.90e-03      6.39e-02    5.24e-02    1.2e-04
 208800      7.05e-01    6.33e-01      1.65e-03    1.09e-03      6.36e-02    5.70e-02    1.2e-04
 208900      6.93e-01    6.93e-01      2.44e-03    1.80e-03      6.25e-02    6.25e-02    1.2e-04
 209000      7.06e-01    6.67e-01      6.92e-04    9.55e-04      6.36e-02    6.01e-02    1.2e-04
 209100      7.25e-01    6.21e-01      1.10e-03    1.48e-03      6.53e-02    5.60e-02    1.2e-04
 209200      7.18e-01    7.12e-01      5.55e-03    4.71e-03      6.44e-02    6.39e-02    1.2e-04
 209300      7.05e-01    7.54e-01      1.81e-03    1.93e-03      6.35e-02    6.79e-02    1.2e-04
 209400      7.15e-01    7.34e-01      2.92e-03    9.51e-04      6.44e-02    6.61e-02    1.2e-04
 209500      7.28e-01    6.67e-01      3.36e-03    3.75e-03      6.56e-02    6.00e-02    1.2e-04
 209600      7.03e-01    6.56e-01      2.17e-04    5.87e-04      6.34e-02    5.92e-02    1.2e-04
 209700      7.27e-01    6.99e-01      4.01e-04    7.39e-04      6.55e-02    6.30e-02    1.2e-04
 209800      6.77e-01    6.77e-01      1.57e-03    1.71e-03      6.11e-02    6.10e-02    1.2e-04
 209900      6.91e-01    6.85e-01      3.07e-03    2.94e-03      6.22e-02    6.17e-02    1.2e-04
 210000      6.94e-01    6.71e-01      1.98e-03    1.71e-03      6.41e-02    6.20e-02    1.2e-04
 210100      6.98e-01    6.06e-01      7.63e-04    1.54e-04      6.46e-02    5.60e-02    1.2e-04
 210200      7.02e-01    6.08e-01      1.76e-03    9.61e-04      6.49e-02    5.62e-02    1.2e-04
 210300      7.04e-01    7.27e-01      2.45e-03    2.75e-03      6.50e-02    6.72e-02    1.2e-04
 210400      6.63e-01    6.04e-01      3.05e-03    2.47e-03      6.12e-02    5.58e-02    1.2e-04
 210500      7.19e-01    6.86e-01      2.75e-04    2.35e-04      6.65e-02    6.34e-02    1.2e-04
 210600      7.17e-01    6.69e-01      3.04e-03    2.33e-03      6.63e-02    6.18e-02    1.2e-04
 210700      7.17e-01    6.31e-01      3.79e-03    5.05e-03      6.61e-02    5.81e-02    1.2e-04
 210800      6.57e-01    7.13e-01      2.77e-03    3.08e-03      6.07e-02    6.59e-02    1.2e-04
 210900      6.86e-01    6.78e-01      9.75e-04    1.61e-03      6.34e-02    6.26e-02    1.2e-04
 211000      7.17e-01    6.26e-01      1.41e-04    9.54e-04      6.63e-02    5.79e-02    1.2e-04
 211100      7.36e-01    7.33e-01      3.26e-03    2.91e-03      6.80e-02    6.77e-02    1.2e-04
 211200      6.92e-01    6.89e-01      6.95e-04    2.74e-04      6.40e-02    6.37e-02    1.2e-04
 211300      6.92e-01    7.02e-01      1.38e-03    1.91e-03      6.39e-02    6.49e-02    1.2e-04
 211400      7.09e-01    6.88e-01      4.21e-03    3.60e-03      6.53e-02    6.35e-02    1.2e-04
 211500      6.67e-01    6.41e-01      3.21e-03    3.91e-04      6.16e-02    5.93e-02    1.2e-04
 211600      6.66e-01    6.57e-01      1.49e-03    1.69e-03      6.16e-02    6.08e-02    1.2e-04
 211700      6.80e-01    6.59e-01      5.27e-03    4.37e-03      6.26e-02    6.07e-02    1.2e-04
 211800      6.97e-01    6.40e-01      1.91e-03    2.18e-03      6.44e-02    5.91e-02    1.2e-04
 211900      6.98e-01    7.24e-01      2.28e-03    3.16e-03      6.45e-02    6.69e-02    1.2e-04
 212000      7.15e-01    6.84e-01      8.16e-04    8.92e-04      6.61e-02    6.33e-02    1.2e-04
 212100      7.24e-01    6.75e-01      1.95e-03    1.93e-03      6.69e-02    6.24e-02    1.2e-04
 212200      7.19e-01    6.82e-01      5.05e-03    3.95e-03      6.62e-02    6.29e-02    1.2e-04
 212300      6.28e-01    7.42e-01      2.33e-03    2.28e-03      5.80e-02    6.86e-02    1.2e-04
 212400      7.49e-01    6.50e-01      1.34e-03    2.30e-03      6.92e-02    6.01e-02    1.2e-04
 212500      6.83e-01    6.13e-01      3.21e-03    4.29e-03      6.31e-02    5.65e-02    1.2e-04
 212600      7.11e-01    7.11e-01      1.54e-03    3.97e-04      6.57e-02    6.58e-02    1.2e-04
 212700      7.53e-01    7.19e-01      1.99e-03    1.73e-03      6.96e-02    6.65e-02    1.2e-04
 212800      7.49e-01    7.20e-01      2.65e-03    2.29e-03      6.92e-02    6.65e-02    1.2e-04
 212900      7.16e-01    6.91e-01      1.07e-03    1.52e-03      6.62e-02    6.39e-02    1.2e-04
 213000      6.83e-01    5.96e-01      4.78e-03    4.81e-03      6.29e-02    5.48e-02    1.2e-04
 213100      6.86e-01    7.17e-01      1.28e-03    7.37e-04      6.34e-02    6.63e-02    1.2e-04
 213200      6.89e-01    6.51e-01      1.17e-03    3.42e-04      6.37e-02    6.02e-02    1.2e-04
 213300      6.68e-01    7.42e-01      1.77e-03    1.67e-03      6.18e-02    6.86e-02    1.2e-04
 213400      7.15e-01    6.04e-01      5.22e-03    4.81e-03      6.58e-02    5.55e-02    1.2e-04
 213500      7.47e-01    6.73e-01      1.55e-03    4.73e-04      6.91e-02    6.22e-02    1.2e-04
 213600      6.77e-01    6.74e-01      3.60e-03    3.36e-03      6.25e-02    6.22e-02    1.2e-04
 213700      7.37e-01    6.38e-01      3.88e-04    1.04e-04      6.82e-02    5.90e-02    1.2e-04
 213800      6.82e-01    5.50e-01      1.65e-03    2.15e-03      6.31e-02    5.08e-02    1.2e-04
 213900      7.38e-01    7.03e-01      2.32e-03    2.51e-03      6.82e-02    6.50e-02    1.2e-04
 214000      7.57e-01    7.23e-01      1.74e-03    1.29e-03      7.00e-02    6.68e-02    1.2e-04
 214100      7.00e-01    6.60e-01      2.85e-03    3.37e-03      6.47e-02    6.09e-02    1.2e-04
 214200      7.03e-01    6.80e-01      1.00e-03    1.53e-03      6.50e-02    6.29e-02    1.2e-04
 214300      7.07e-01    6.50e-01      2.97e-03    3.45e-03      6.53e-02    6.00e-02    1.2e-04
 214400      7.12e-01    6.52e-01      3.74e-03    4.46e-03      6.56e-02    6.01e-02    1.2e-04
 214500      6.71e-01    7.02e-01      2.15e-03    3.15e-03      6.20e-02    6.48e-02    1.2e-04
 214600      7.23e-01    6.11e-01      9.36e-04    1.55e-03      6.69e-02    5.65e-02    1.2e-04
 214700      6.88e-01    6.77e-01      1.56e-03    7.92e-04      6.36e-02    6.26e-02    1.2e-04
 214800      7.49e-01    7.54e-01      9.22e-04    2.10e-04      6.93e-02    6.97e-02    1.2e-04
 214900      7.00e-01    6.83e-01      9.00e-04    6.25e-04      6.47e-02    6.32e-02    1.2e-04
 215000      6.44e-01    6.57e-01      9.50e-04    1.17e-03      6.11e-02    6.23e-02    1.1e-04
 215100      7.06e-01    6.89e-01      5.48e-04    2.10e-04      6.69e-02    6.54e-02    1.1e-04
 215200      6.23e-01    7.49e-01      4.74e-04    8.28e-05      5.91e-02    7.11e-02    1.1e-04
 215300      6.61e-01    6.34e-01      4.75e-03    3.68e-03      6.24e-02    5.99e-02    1.1e-04
 215400      6.82e-01    8.17e-01      5.50e-04    1.48e-06      6.47e-02    7.76e-02    1.1e-04
 215500      6.82e-01    6.65e-01      1.21e-03    2.34e-03      6.47e-02    6.30e-02    1.1e-04
 215600      7.12e-01    6.68e-01      2.25e-03    2.08e-03      6.74e-02    6.33e-02    1.1e-04
 215700      6.96e-01    6.63e-01      1.84e-03    1.25e-03      6.60e-02    6.29e-02    1.1e-04
 215800      6.74e-01    7.21e-01      1.28e-03    1.36e-03      6.39e-02    6.84e-02    1.1e-04
 215900      7.25e-01    6.29e-01      1.76e-03    1.86e-03      6.88e-02    5.97e-02    1.1e-04
 216000      6.99e-01    7.65e-01      4.93e-03    3.97e-03      6.61e-02    7.24e-02    1.1e-04
 216100      7.52e-01    5.98e-01      1.53e-03    3.78e-04      7.14e-02    5.67e-02    1.1e-04
 216200      6.44e-01    6.00e-01      1.58e-03    1.08e-03      6.10e-02    5.69e-02    1.1e-04
 216300      7.07e-01    6.55e-01      4.34e-04    8.17e-04      6.71e-02    6.22e-02    1.1e-04
 216400      7.06e-01    7.24e-01      2.03e-03    1.45e-03      6.70e-02    6.87e-02    1.1e-04
 216500      6.76e-01    6.27e-01      5.54e-04    2.64e-04      6.41e-02    5.95e-02    1.1e-04
 216600      7.11e-01    7.24e-01      1.65e-03    6.14e-04      6.74e-02    6.87e-02    1.1e-04
 216700      6.63e-01    6.31e-01      9.42e-04    7.96e-04      6.29e-02    5.99e-02    1.1e-04
 216800      6.97e-01    6.12e-01      6.73e-04    7.22e-05      6.61e-02    5.81e-02    1.1e-04
 216900      6.43e-01    7.38e-01      4.51e-03    3.53e-03      6.07e-02    6.99e-02    1.1e-04
 217000      6.45e-01    7.29e-01      1.09e-03    1.77e-03      6.11e-02    6.91e-02    1.1e-04
 217100      6.26e-01    6.36e-01      2.31e-03    2.01e-03      5.93e-02    6.03e-02    1.1e-04
 217200      6.39e-01    5.95e-01      7.08e-04    5.53e-04      6.07e-02    5.64e-02    1.1e-04
 217300      6.91e-01    6.77e-01      7.74e-04    9.50e-05      6.56e-02    6.42e-02    1.1e-04
 217400      6.74e-01    6.94e-01      3.19e-03    3.56e-03      6.38e-02    6.57e-02    1.1e-04
 217500      6.75e-01    6.45e-01      8.03e-04    7.17e-04      6.41e-02    6.12e-02    1.1e-04
 217600      7.16e-01    7.00e-01      1.33e-03    1.44e-03      6.79e-02    6.64e-02    1.1e-04
 217700      6.56e-01    5.79e-01      1.28e-03    3.80e-04      6.22e-02    5.50e-02    1.1e-04
 217800      6.59e-01    6.72e-01      3.80e-04    3.56e-04      6.25e-02    6.38e-02    1.1e-04
 217900      6.68e-01    5.90e-01      2.09e-03    1.89e-03      6.33e-02    5.60e-02    1.1e-04
 218000      6.65e-01    6.71e-01      1.24e-03    1.93e-03      6.30e-02    6.36e-02    1.1e-04
 218100      6.43e-01    6.79e-01      6.98e-04    1.26e-03      6.10e-02    6.44e-02    1.1e-04
 218200      6.79e-01    6.54e-01      7.08e-04    6.27e-04      6.44e-02    6.21e-02    1.1e-04
 218300      6.93e-01    7.28e-01      3.33e-03    2.00e-03      6.56e-02    6.90e-02    1.1e-04
 218400      6.87e-01    7.37e-01      1.02e-03    1.68e-04      6.51e-02    6.99e-02    1.1e-04
 218500      7.19e-01    6.40e-01      2.83e-03    4.15e-03      6.81e-02    6.05e-02    1.1e-04
 218600      7.02e-01    6.56e-01      9.36e-04    5.59e-04      6.66e-02    6.23e-02    1.1e-04
 218700      6.38e-01    5.97e-01      4.84e-03    4.41e-03      6.02e-02    5.63e-02    1.1e-04
 218800      6.93e-01    6.01e-01      2.64e-03    3.50e-04      6.56e-02    5.71e-02    1.1e-04
 218900      6.72e-01    7.01e-01      1.77e-03    2.16e-03      6.37e-02    6.65e-02    1.1e-04
 219000      6.92e-01    6.88e-01      7.59e-04    2.70e-05      6.56e-02    6.53e-02    1.1e-04
 219100      7.06e-01    6.76e-01      6.74e-04    1.10e-05      6.69e-02    6.41e-02    1.1e-04
 219200      6.82e-01    6.56e-01      4.01e-04    2.47e-04      6.47e-02    6.22e-02    1.1e-04
 219300      7.04e-01    6.62e-01      9.38e-04    1.31e-03      6.68e-02    6.28e-02    1.1e-04
 219400      7.07e-01    5.91e-01      2.80e-03    2.84e-03      6.70e-02    5.60e-02    1.1e-04
 219500      7.14e-01    5.80e-01      1.24e-03    2.18e-03      6.77e-02    5.49e-02    1.1e-04
 219600      7.38e-01    7.63e-01      2.48e-03    1.57e-03      6.99e-02    7.23e-02    1.1e-04
 219700      7.37e-01    6.35e-01      3.01e-03    3.54e-03      6.98e-02    6.01e-02    1.1e-04
 219800      6.44e-01    6.39e-01      2.19e-03    1.84e-03      6.10e-02    6.06e-02    1.1e-04
 219900      6.75e-01    6.86e-01      1.07e-03    9.65e-04      6.40e-02    6.51e-02    1.1e-04
 220000      6.67e-01    6.13e-01      2.23e-03    2.25e-03      6.48e-02    5.96e-02    1.0e-04
 220100      6.93e-01    6.72e-01      2.28e-03    1.99e-03      6.74e-02    6.54e-02    1.0e-04
 220200      6.61e-01    7.29e-01      3.08e-03    3.01e-03      6.42e-02    7.08e-02    1.0e-04
 220300      6.47e-01    6.45e-01      2.30e-03    1.24e-03      6.29e-02    6.28e-02    1.0e-04
 220400      6.61e-01    6.52e-01      1.75e-03    2.03e-03      6.43e-02    6.34e-02    1.0e-04
 220500      6.95e-01    6.80e-01      4.25e-03    2.88e-03      6.74e-02    6.60e-02    1.0e-04
 220600      6.34e-01    6.05e-01      6.65e-04    5.13e-04      6.17e-02    5.89e-02    1.0e-04
 220700      6.43e-01    6.66e-01      7.42e-04    8.74e-04      6.25e-02    6.48e-02    1.0e-04
 220800      7.03e-01    6.39e-01      3.18e-03    1.49e-03      6.83e-02    6.22e-02    1.0e-04
 220900      6.52e-01    7.63e-01      7.65e-04    2.11e-03      6.35e-02    7.42e-02    1.0e-04
 221000      7.23e-01    6.31e-01      1.51e-03    1.27e-03      7.03e-02    6.14e-02    1.0e-04
 221100      6.87e-01    7.38e-01      5.40e-04    4.19e-04      6.68e-02    7.18e-02    1.0e-04
 221200      6.47e-01    6.34e-01      4.17e-03    4.30e-03      6.28e-02    6.15e-02    1.0e-04
 221300      6.12e-01    6.86e-01      1.45e-03    2.07e-03      5.95e-02    6.67e-02    1.0e-04
 221400      5.85e-01    6.33e-01      9.85e-04    3.49e-04      5.69e-02    6.16e-02    1.0e-04
 221500      7.06e-01    6.06e-01      2.16e-03    2.43e-03      6.86e-02    5.89e-02    1.0e-04
 221600      7.36e-01    6.33e-01      2.09e-03    1.03e-03      7.15e-02    6.16e-02    1.0e-04
 221700      7.12e-01    6.94e-01      3.72e-03    3.32e-03      6.92e-02    6.74e-02    1.0e-04
 221800      6.97e-01    6.71e-01      3.69e-03    3.12e-03      6.76e-02    6.52e-02    1.0e-04
 221900      6.87e-01    6.59e-01      2.38e-03    1.91e-03      6.68e-02    6.41e-02    1.0e-04
 222000      6.86e-01    6.58e-01      1.21e-03    1.94e-03      6.68e-02    6.40e-02    1.0e-04
 222100      6.48e-01    5.75e-01      1.86e-03    1.22e-03      6.31e-02    5.59e-02    1.0e-04
 222200      6.70e-01    6.19e-01      1.00e-03    1.20e-03      6.52e-02    6.03e-02    1.0e-04
 222300      6.53e-01    6.57e-01      4.81e-03    3.87e-03      6.33e-02    6.38e-02    1.0e-04
 222400      6.25e-01    6.24e-01      3.57e-03    3.22e-03      6.06e-02    6.06e-02    1.0e-04
 222500      6.31e-01    6.28e-01      8.42e-04    8.19e-04      6.14e-02    6.11e-02    1.0e-04
 222600      7.15e-01    6.40e-01      4.15e-03    3.00e-03      6.93e-02    6.22e-02    1.0e-04
 222700      7.27e-01    6.04e-01      9.83e-04    6.85e-04      7.08e-02    5.88e-02    1.0e-04
 222800      7.12e-01    5.60e-01      8.42e-04    1.10e-03      6.93e-02    5.45e-02    1.0e-04
 222900      6.99e-01    5.86e-01      8.90e-04    1.21e-03      6.80e-02    5.70e-02    1.0e-04
 223000      6.86e-01    6.01e-01      3.46e-03    2.12e-03      6.66e-02    5.85e-02    1.0e-04
 223100      6.48e-01    6.75e-01      2.42e-03    2.62e-03      6.29e-02    6.56e-02    1.0e-04
 223200      6.45e-01    7.64e-01      2.56e-03    1.99e-03      6.26e-02    7.43e-02    1.0e-04
 223300      6.41e-01    6.18e-01      5.07e-04    1.57e-04      6.24e-02    6.02e-02    1.0e-04
 223400      6.95e-01    6.44e-01      2.10e-03    1.25e-03      6.76e-02    6.27e-02    1.0e-04
 223500      6.53e-01    5.94e-01      8.27e-04    1.59e-03      6.36e-02    5.78e-02    1.0e-04
 223600      6.86e-01    5.73e-01      1.50e-03    3.17e-04      6.68e-02    5.57e-02    1.0e-04
 223700      6.62e-01    6.66e-01      1.80e-03    7.85e-04      6.43e-02    6.48e-02    1.0e-04
 223800      6.86e-01    6.30e-01      4.74e-04    8.86e-05      6.68e-02    6.14e-02    1.0e-04
 223900      6.92e-01    6.63e-01      1.49e-03    1.93e-03      6.73e-02    6.44e-02    1.0e-04
 224000      6.32e-01    6.89e-01      1.92e-03    6.42e-04      6.15e-02    6.71e-02    1.0e-04
 224100      6.86e-01    5.79e-01      9.38e-04    7.43e-04      6.68e-02    5.63e-02    1.0e-04
 224200      6.46e-01    6.51e-01      1.14e-03    1.59e-03      6.29e-02    6.33e-02    1.0e-04
 224300      6.88e-01    6.46e-01      2.82e-03    1.80e-03      6.69e-02    6.29e-02    1.0e-04
 224400      6.21e-01    6.57e-01      3.43e-03    3.87e-03      6.03e-02    6.38e-02    1.0e-04
 224500      6.44e-01    6.26e-01      4.27e-03    4.60e-03      6.24e-02    6.07e-02    1.0e-04
 224600      6.66e-01    6.11e-01      4.09e-03    3.34e-03      6.46e-02    5.93e-02    1.0e-04
 224700      7.15e-01    6.26e-01      1.35e-03    4.93e-04      6.96e-02    6.09e-02    1.0e-04
 224800      6.69e-01    7.48e-01      1.02e-03    1.02e-03      6.51e-02    7.28e-02    1.0e-04
 224900      6.45e-01    7.37e-01      1.67e-03    1.73e-03      6.27e-02    7.17e-02    1.0e-04
 225000      6.61e-01    6.05e-01      1.00e-03    4.60e-05      6.59e-02    6.04e-02    9.9e-05
 225100      6.75e-01    6.65e-01      4.69e-04    7.64e-04      6.74e-02    6.64e-02    9.9e-05
 225200      6.72e-01    5.63e-01      1.16e-03    1.73e-03      6.71e-02    5.62e-02    9.9e-05
 225300      6.17e-01    5.93e-01      1.66e-03    1.62e-03      6.16e-02    5.92e-02    9.9e-05
 225400      6.70e-01    5.96e-01      2.94e-04    6.36e-04      6.69e-02    5.95e-02    9.9e-05
 225500      6.48e-01    6.01e-01      9.91e-04    3.27e-04      6.47e-02    6.00e-02    9.9e-05
 225600      6.09e-01    6.62e-01      1.81e-03    1.50e-03      6.07e-02    6.61e-02    9.9e-05
 225700      5.68e-01    6.72e-01      2.83e-03    2.48e-03      5.66e-02    6.70e-02    9.9e-05
 225800      6.68e-01    6.13e-01      2.93e-03    3.05e-03      6.65e-02    6.11e-02    9.9e-05
 225900      6.36e-01    6.45e-01      4.57e-04    2.41e-04      6.35e-02    6.44e-02    9.9e-05
 226000      6.68e-01    6.50e-01      3.94e-04    3.47e-04      6.67e-02    6.48e-02    9.9e-05
 226100      6.06e-01    6.95e-01      2.99e-03    2.32e-03      6.03e-02    6.93e-02    9.9e-05
 226200      6.27e-01    6.63e-01      3.11e-03    3.30e-03      6.24e-02    6.61e-02    9.9e-05
 226300      6.62e-01    6.38e-01      7.79e-04    4.42e-05      6.61e-02    6.37e-02    9.9e-05
 226400      6.38e-01    7.20e-01      3.80e-03    4.36e-03      6.35e-02    7.16e-02    9.9e-05
 226500      6.69e-01    6.89e-01      5.26e-04    5.99e-04      6.67e-02    6.88e-02    9.9e-05
 226600      6.39e-01    6.21e-01      1.11e-03    7.58e-04      6.37e-02    6.20e-02    9.9e-05
 226700      6.50e-01    6.31e-01      8.68e-04    6.63e-04      6.48e-02    6.29e-02    9.9e-05
 226800      6.59e-01    6.69e-01      3.66e-03    3.63e-03      6.56e-02    6.66e-02    9.9e-05
 226900      6.40e-01    5.96e-01      1.31e-03    2.08e-03      6.39e-02    5.94e-02    9.9e-05
 227000      6.11e-01    5.99e-01      1.32e-03    1.83e-03      6.10e-02    5.97e-02    9.9e-05
 227100      6.75e-01    7.31e-01      2.21e-04    1.08e-03      6.73e-02    7.29e-02    9.9e-05
 227200      6.48e-01    6.84e-01      3.34e-04    7.77e-04      6.47e-02    6.83e-02    9.9e-05
 227300      6.28e-01    6.26e-01      2.86e-04    1.01e-03      6.27e-02    6.25e-02    9.9e-05
